REGION,COAST,COAST,COAST,EAST,EAST,EAST,FWEST,FWEST,FWEST,NCENT,NCENT,NCENT,NORTH,NORTH,NORTH,SCENT,SCENT,SCENT,SOUTH,SOUTH,SOUTH,WEST,WEST,WEST
INDICATOR,DryBulbTempC,DryBulbTempCSq,Load,DryBulbTempC,DryBulbTempCSq,Load,DryBulbTempC,DryBulbTempCSq,Load,DryBulbTempC,DryBulbTempCSq,Load,DryBulbTempC,DryBulbTempCSq,Load,DryBulbTempC,DryBulbTempCSq,Load,DryBulbTempC,DryBulbTempCSq,Load,DryBulbTempC,DryBulbTempCSq,Load
DATE,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01 01:00:00,18.9,357.2099999999999,8791.789509,15.0,225.0,896.7463018999998,9.4,88.36000000000001,1997.7176349,8.9,79.21000000000001,9239.153285200002,4.4,19.360000000000003,683.6219856,11.85,140.42249999999999,4490.7813653,16.1,259.21000000000004,2366.632745300001,5.9,34.81,954.1928638
2017-01-01 02:00:00,18.9,357.2099999999999,8569.708419,15.0,225.0,865.9305675,9.4,88.36000000000001,1997.7813193,8.3,68.89000000000001,9104.997245,2.8,7.839999999999999,677.9693746,10.975,120.45062499999999,4370.6568296999985,15.6,243.35999999999999,2332.7446301,6.033333333333334,36.40111111111112,951.025166
2017-01-01 03:00:00,18.3,334.89000000000004,8326.4256382,15.0,225.0,839.0511751,8.9,79.21000000000001,1993.69916,7.8,60.839999999999996,8988.0352014,1.7,2.8899999999999997,671.9989488,13.3,176.89000000000001,4210.6500026,15.6,243.35999999999999,2237.5062023,7.0,49.0,944.3577495
2017-01-01 04:00:00,18.5,342.25,8137.4973998,15.0,225.0,822.8293316,7.2,51.84,1995.5408764000006,7.2,51.84,8979.148462000001,3.3,10.889999999999999,675.2679712,13.925,193.90562500000001,4088.713038699999,16.1,259.21000000000004,2178.1022651,6.583333333333332,43.340277777777764,943.1887027
2017-01-01 05:00:00,18.3,334.89000000000004,8011.869580699998,15.0,225.0,814.0161882,8.3,68.89000000000001,1995.2535012000005,6.1,37.209999999999994,9033.5476357,3.9,15.209999999999999,663.6198753,13.933333333333332,194.13777777777773,4021.7570945,16.7,278.89,2133.9538698,5.7333333333333325,32.8711111111111,954.9379317
2017-01-01 06:00:00,17.8,316.84000000000003,7978.0996635,15.0,225.0,823.4193556,6.7,44.89,1981.3518974,8.35,69.7225,9195.1579667,3.9,15.209999999999999,669.7479599,13.4,179.56,4045.3003208000014,17.8,316.84000000000003,2122.0165527,4.742857142857143,22.494693877551022,972.5624136
2017-01-01 07:00:00,18.3,334.89000000000004,8057.1243841,15.0,225.0,844.9511071000002,5.0,25.0,1983.2769996,7.8,60.839999999999996,9507.3470215,2.8,7.839999999999999,684.4893333,11.1,123.21,4156.6659307,20.0,400.0,2146.5621611,4.775,22.800625000000004,993.6403519
2017-01-01 08:00:00,18.3,334.89000000000004,8125.760479899999,15.0,225.0,874.5760299000002,7.2,51.84,2015.3130945,7.8,60.839999999999996,9881.5956575,2.8,7.839999999999999,710.2305418,10.6,112.36,4286.0821056,19.4,376.35999999999996,2137.6450427,5.0,25.0,1019.3438324
2017-01-01 09:00:00,18.6,345.96000000000004,8289.1584212,15.3,234.09000000000003,919.2606824,8.3,68.89000000000001,2008.2480722,8.3,68.89000000000001,10215.3124077,4.4,19.360000000000003,728.1655965,12.8,163.84000000000003,4441.3570225,20.6,424.36000000000007,2185.3270126,7.0,49.0,1033.3390417
2017-01-01 10:00:00,18.9,357.2099999999999,8646.5238498,15.6,243.35999999999999,956.2144706,11.7,136.89,2024.8212535,9.45,89.30249999999998,10566.1375188,6.7,44.89,727.7709639,15.0,225.0,4604.2385194,21.7,470.89,2305.2970144,11.2,125.43999999999998,1017.3893365
2017-01-01 11:00:00,19.7,388.09,8978.798198299999,16.1,259.21000000000004,967.6840149,15.0,225.0,2018.1112281,10.0,100.0,10712.3713422,9.4,88.36000000000001,716.5707582,16.7,278.89,4684.3671632,22.2,492.84,2434.9921917,16.3,265.69,987.1091427
2017-01-01 12:00:00,20.6,424.36000000000007,9315.5701483,17.5,306.25,982.3042333,17.2,295.84,2017.9488408,13.9,193.21,10650.5570845,12.2,148.83999999999997,702.5266487,19.4,376.35999999999996,4772.0207585,22.2,492.84,2580.5191402,19.2,368.64,958.7042925
2017-01-01 13:00:00,21.625,467.640625,9617.396281,19.025,361.95062499999995,991.871744,18.9,357.2099999999999,2015.2576958,16.1,259.21000000000004,10447.3722332,14.4,207.36,687.07475,20.6,424.36000000000007,4857.10425,23.3,542.89,2711.9061845,21.3,453.69000000000005,944.4910619
2017-01-01 14:00:00,22.2,492.84,9837.8894332,19.7,388.09,991.4246346,20.0,400.0,2003.0866896,16.7,278.89,10139.1681657,16.1,259.21000000000004,671.2696139,22.2,492.84,4936.6960459,24.4,595.3599999999999,2812.9278187,21.9,479.60999999999996,938.313031
2017-01-01 15:00:00,23.3,542.89,9957.5787299,18.9,357.2099999999999,984.5939246,20.6,424.36000000000007,2000.1458094,17.8,316.84000000000003,9846.548675700002,17.2,295.84,655.47908,23.3,542.89,5008.457959800001,26.1,681.21,2887.1607006,22.2,492.84,933.8563359
2017-01-01 16:00:00,23.3,542.89,9987.9394023,18.3,334.89000000000004,986.0993592,21.1,445.21000000000004,1993.025466,17.8,316.84000000000003,9711.2881224,18.3,334.89000000000004,651.8824857000002,24.4,595.3599999999999,5085.188654199998,26.1,681.21,2937.5590272,22.4,501.75999999999993,935.2008967
2017-01-01 17:00:00,21.7,470.89,9943.9003641,18.3,334.89000000000004,992.3903765,21.1,445.21000000000004,1996.4319007,17.8,316.84000000000003,9691.929646,17.8,316.84000000000003,656.841392,21.1,445.21000000000004,5158.525565,25.0,625.0,2944.8057994,21.0,441.0,935.855016
2017-01-01 18:00:00,20.6,424.36000000000007,10181.0106117,17.2,295.84,1046.6441793,18.3,334.89000000000004,2010.4510147,15.6,243.35999999999999,10172.8706025,14.4,207.36,689.5193308999999,18.3,334.89000000000004,5311.270646600001,22.2,492.84,2935.5545278,14.5,210.25,951.0120137
2017-01-01 19:00:00,20.6,424.36000000000007,10583.5104381,17.2,295.84,1101.3364912999998,17.200000000000006,295.8400000000002,2072.1819585000007,15.0,225.0,10841.2834895,13.6,184.95999999999998,722.7240241000002,18.6,345.96000000000004,5683.428701,21.65,468.7224999999999,3079.7352671,15.1,228.01,1007.2100687
2017-01-01 20:00:00,20.0,400.0,10451.0130529,17.2,295.84,1091.2418769,14.4,207.36,2082.8480678,13.9,193.21,10772.9864037,10.6,112.36,717.7682428999998,13.3,176.89000000000001,5630.113627100001,20.6,424.36000000000007,3048.981813900001,13.7,187.68999999999997,1011.357081
2017-01-01 21:00:00,18.9,357.2099999999999,10230.5879712,17.2,295.84,1067.0742105,12.85,165.1225,2078.9387483,13.9,193.21,10547.1994722,12.8,163.84000000000003,707.3761737000002,13.3,176.89000000000001,5462.0923311000015,20.6,424.36000000000007,2976.8756169,14.3,204.49,991.2344696
2017-01-01 22:00:00,18.3,334.89000000000004,10014.8266896,17.8,316.84000000000003,1028.1827525,10.0,100.0,2064.6676599,14.75,217.5625,10255.3656652,11.7,136.89,689.7762693,11.05,122.10250000000002,5245.1999277,20.9,436.80999999999995,2897.0844667,12.6,158.76,966.2365843
2017-01-01 23:00:00,18.9,357.2099999999999,9667.7079357,17.8,316.84000000000003,972.0676055,10.0,100.0,2043.0014608,16.7,278.89,9736.2174678,11.7,136.89,658.1911028,10.0,100.0,4925.260761199998,21.7,470.89,2789.2735292,13.0,169.0,920.2505666
2017-01-02 00:00:00,18.35,336.7225,9287.6971676,17.8,316.84000000000003,907.8821962,10.0,100.0,2025.3609911,16.5,272.25,9152.374076,12.2,148.83999999999997,629.6071842,11.699999999999998,136.88999999999993,4569.6110573,22.2,492.84,2651.3807802,13.9,193.21,884.6131377999999
2017-01-02 01:00:00,18.725,350.62562500000007,8836.8271967,17.8,316.84000000000003,860.940482,10.55,111.30250000000001,1999.5262209,16.95,287.30249999999995,8568.2189299,11.4,129.96,609.4365447,15.8,249.64000000000001,4252.43599,22.133333333333336,489.88444444444457,2496.3723027,11.7,136.89,882.146923
2017-01-02 02:00:00,20.15,406.0224999999999,8588.171496699999,17.8,316.84000000000003,825.6095364,10.0,100.0,2002.3309864,17.2,295.84,8163.598829899999,13.15,172.9225,595.9826382,15.9,252.81,4057.9692799,22.2,492.84,2395.2664375,11.0,121.0,859.6287643999998
2017-01-02 03:00:00,21.1,445.21000000000004,8480.776083399998,17.866666666666664,319.21777777777766,808.3112821000002,9.4,88.36000000000001,2006.8793354,17.2,295.84,7917.0378324,11.25,126.5625,592.7754566000001,16.4,268.96,3939.5642242,22.03333333333333,485.4677777777777,2322.7462005,10.0,100.0,851.1110064999998
2017-01-02 04:00:00,21.7,470.89,8506.0192689,18.3,334.89000000000004,806.1627583,9.4,88.36000000000001,2020.2998458,17.2,295.84,7850.3688081,10.0,100.0,593.5331553999998,18.3,334.89000000000004,3917.0147118,22.03333333333333,485.4677777777777,2288.8724281,9.8,96.04000000000002,850.2879001
2017-01-02 05:00:00,22.4,501.75999999999993,8644.6950213,18.3,334.89000000000004,814.8047836000002,9.4,88.36000000000001,2053.6492149,16.96,287.64160000000004,7966.7568237,10.0,100.0,605.846932,18.925,358.15562500000004,3965.0315145,21.7,470.89,2283.8731724,8.8,77.44000000000001,860.0060689999998
2017-01-02 06:00:00,22.8,519.84,8887.0011203,18.05,325.8025,844.2621659,8.3,68.89000000000001,2070.9594036,14.533333333333333,211.21777777777777,8324.0976273,10.6,112.36,624.7569705,15.0,225.0,4112.2705587,21.1,445.21000000000004,2329.9658766,9.3,86.49000000000001,894.3053997000003
